bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,price
4.0,2.5,2910,7631,2.0,3,525000.0
4.0,2.5,2220,7064,2.0,3,580000.0
5.0,3.25,3160,13238,2.0,5,1250000.0
3.0,2.0,1380,4500,1.0,3,275000.0
3.0,2.0,1760,5000,1.0,5,629000.0
1.0,1.0,730,3000,1.0,3,395000.0
4.0,2.5,2460,5000,2.0,5,965000.0
3.0,1.75,2160,6272,1.0,4,820000.0
4.0,2.25,1990,4600,1.5,4,661000.0
3.0,3.0,3740,39640,2.0,3,789000.0
4.0,2.5,2710,5500,2.0,3,668500.0
3.0,2.5,2680,7836,2.0,3,350000.0
4.0,2.0,1850,7560,1.0,4,250000.0
4.0,2.5,3190,7869,2.0,3,725995.0
3.0,2.5,2730,5832,2.0,3,1000000.0
3.0,1.5,1840,9990,2.0,5,686000.0
4.0,2.5,2720,10000,2.0,3,665000.0
4.0,3.5,4370,8510,2.0,3,1965221.0
3.0,2.5,2290,3475,2.0,3,653000.0
2.0,1.0,990,4802,1.0,3,430000.0
2.0,1.5,1140,2980,2.0,3,305000.0
4.0,1.5,1840,4337,2.0,4,809000.0
2.0,1.0,1110,6800,1.0,5,440150.0
4.0,2.5,2150,9070,2.0,4,615000.0
3.0,2.5,2230,5750,2.0,3,1035000.0
2.0,1.0,1170,6000,1.0,4,455000.0
3.0,2.5,1960,7200,1.0,4,635000.0
3.0,2.25,2610,9002,2.0,3,675000.0
3.0,2.25,2130,8721,1.0,3,316000.0
3.0,2.25,3020,43560,2.0,3,955000.0
3.0,1.75,1670,5400,2.0,5,985000.0
3.0,1.75,1890,7004,1.0,3,465500.0
3.0,1.0,950,13475,1.0,3,305000.0
4.0,2.5,2430,14400,1.0,5,645000.0
4.0,2.0,2360,6000,1.0,5,730000.0
3.0,1.75,1510,8301,1.0,3,366000.0
3.0,2.5,2080,4828,2.0,3,290000.0
3.0,2.0,1750,15500,1.0,3,472500.0
3.0,2.0,1810,4064,1.5,3,550000.0
4.0,1.75,1790,11875,1.0,4,410000.0
4.0,2.75,2340,11034,1.0,3,440000.0
3.0,2.5,1690,9626,2.0,3,535000.0
4.0,2.5,2070,7476,2.0,3,300000.0
3.0,2.5,2240,6396,2.0,3,432500.0
4.0,3.0,4500,21780,2.0,3,870000.0
3.0,1.75,2770,39927,1.0,4,492000.0
3.0,1.0,1010,7245,1.0,3,199950.0
3.0,1.5,1120,6900,1.0,5,439800.0
5.0,2.5,3020,21441,1.0,4,320000.0
4.0,3.25,4400,186846,2.0,4,687000.0
3.0,1.75,1990,5650,1.0,3,345000.0
3.0,1.0,1450,8820,1.0,3,274950.0
4.0,2.5,1920,8497,2.0,3,270000.0
2.0,2.5,1175,1366,2.0,3,342000.0
3.0,1.5,1320,13200,1.0,3,327000.0
5.0,2.5,3990,3839,1.0,4,610000.0
2.0,1.0,1140,5720,1.0,3,455000.0
4.0,1.75,1720,4240,1.5,4,540000.0
4.0,2.75,2150,9915,1.0,5,411000.0
3.0,1.5,1790,8203,1.5,3,544000.0
2.0,2.5,2210,6327,1.0,3,802000.0
3.0,2.75,2180,7519,1.0,4,568500.0
3.0,2.25,1410,1290,2.0,3,391000.0
3.0,2.5,1950,3600,2.0,3,298000.0
3.0,2.5,1495,936,3.0,3,400000.0
3.0,2.25,1660,6000,1.0,3,425000.0
3.0,2.5,1950,8130,2.0,4,328500.0
5.0,2.75,2550,5040,1.5,5,650000.0
3.0,1.75,1370,3850,1.0,5,850000.0
4.0,2.5,2200,4000,2.0,5,930000.0
3.0,1.75,1250,6041,1.5,5,530000.0
4.0,2.25,2220,8872,1.0,4,495000.0
3.0,1.75,1620,4200,1.0,5,500000.0
3.0,1.75,2250,26337,1.0,3,325000.0
3.0,2.5,1720,99916,2.0,4,365000.0
4.0,2.5,3030,9687,2.0,3,471000.0
3.0,1.0,1030,9120,1.0,3,223000.0
3.0,2.5,2190,4882,2.0,3,503000.0
3.0,2.0,1440,5600,1.0,4,230000.0
4.0,2.5,2170,9600,1.0,3,550000.0
4.0,3.75,2930,3200,1.5,5,1100000.0
3.0,1.5,1180,9048,1.0,3,193000.0
4.0,4.25,2360,57514,2.0,4,590000.0
3.0,1.5,1660,8797,1.0,4,712500.0
3.0,2.75,2390,9313,1.0,5,689800.0
3.0,2.0,1360,5120,1.5,4,430000.0
3.0,2.25,1840,3500,1.5,5,785200.0
3.0,2.25,1800,43647,1.0,4,474900.0
4.0,3.75,4130,12320,2.0,3,1070000.0
3.0,1.75,2220,132858,1.0,3,435000.0
5.0,3.5,3490,9680,2.0,3,941500.0
4.0,2.5,1830,5175,2.0,3,312000.0
4.0,2.75,1550,4000,1.5,3,835000.0
3.0,2.0,2050,9000,1.0,4,713250.0
2.0,1.0,1230,6600,1.0,3,440000.0
4.0,2.5,3150,5886,2.0,3,580135.0
3.0,2.25,3800,33825,1.0,4,575000.0
3.0,2.5,1350,3068,2.0,3,613000.0
3.0,2.0,1530,8700,1.0,4,235000.0
3.0,2.5,2290,2798,3.0,4,660000.0
2.0,1.5,1480,15641,1.0,4,280000.0
3.0,1.75,1970,10270,1.0,4,268000.0
2.0,1.0,720,4840,1.0,4,235000.0
3.0,2.0,1080,7236,1.0,5,390000.0
4.0,2.5,2790,45902,2.0,3,654950.0
5.0,2.75,2040,7488,1.0,4,449500.0
3.0,1.0,1320,8220,1.0,3,150000.0
3.0,2.25,1680,57063,2.0,4,440000.0
3.0,2.0,2140,4923,1.0,4,710000.0
3.0,1.75,1660,9600,1.0,3,420000.0
3.0,2.25,1540,5338,1.0,5,312000.0
3.0,2.0,1880,10758,1.0,5,320000.0
3.0,1.0,1250,15603,1.0,4,235000.0
5.0,2.0,2120,137565,1.5,3,437000.0
3.0,1.75,1810,3000,1.5,4,545000.0
3.0,2.5,2370,11172,2.0,3,640000.0
3.0,2.5,1970,4036,2.0,4,432000.0
3.0,2.5,2110,4099,2.0,3,548000.0
3.0,3.0,2080,10521,1.5,3,830000.0
4.0,2.25,3720,12384,1.0,5,875000.0
2.0,1.75,1370,5125,1.0,5,409950.0
4.0,2.5,2961,12146,2.0,3,695000.0
3.0,2.25,2090,12112,2.0,3,562100.0
3.0,2.5,2600,7210,2.0,3,475000.0
3.0,2.25,1870,9000,1.0,3,425000.0
4.0,2.5,2620,9873,2.0,3,600000.0
3.0,2.5,2430,54059,2.0,3,770000.0
3.0,1.75,1340,16480,1.0,4,239000.0
2.0,1.0,1170,10621,1.0,3,295000.0
3.0,1.75,2000,10182,1.0,5,560000.0
5.0,2.5,2070,12000,1.0,4,613000.0
4.0,3.0,4590,9150,2.0,3,960000.0
5.0,1.0,2550,4623,2.5,4,847000.0
3.0,1.0,1060,9600,1.0,4,206000.0
2.0,1.75,1220,5000,1.0,5,253000.0
4.0,2.25,1790,7203,1.0,4,430000.0
3.0,2.0,2060,4040,1.0,4,605000.0
2.0,2.5,1140,1182,3.0,3,425000.0
4.0,2.5,2870,12648,2.0,4,720000.0
6.0,1.5,2550,33740,1.0,4,375900.0
4.0,3.5,2790,10125,1.5,5,1298000.0
3.0,1.0,1110,7962,1.0,3,210000.0
2.0,1.0,940,5375,1.0,4,234000.0
3.0,1.75,2880,18296,1.0,3,285000.0
3.0,1.5,1200,4800,1.0,4,400000.0
3.0,1.0,1030,4958,1.0,5,718000.0
2.0,2.5,1240,2689,2.0,3,174500.0
3.0,2.0,1200,9566,1.0,3,222400.0
3.0,3.25,2780,4002,2.0,3,402500.0
3.0,2.25,1765,7652,2.0,3,250000.0
4.0,2.5,1960,14242,1.0,4,600000.0
2.0,2.5,2680,11214,1.0,3,930000.0
3.0,2.0,1410,7622,1.0,4,272500.0
4.0,2.5,2240,3712,2.0,3,363990.0
4.0,2.75,3120,7644,2.0,3,575000.0
3.0,2.25,1450,4706,2.0,3,400000.0
3.0,3.0,2340,5002,2.0,3,427874.0
5.0,2.75,2481,4045,2.0,3,309000.0
3.0,3.25,1530,1602,2.0,3,320000.0
3.0,2.25,1250,7500,1.0,5,390000.0
1.0,0.75,560,12120,1.0,3,299000.0
4.0,1.75,2200,7475,1.0,5,375000.0
3.0,1.75,1460,10584,1.0,3,240500.0
3.0,1.5,1650,9380,1.0,5,320000.0
5.0,2.5,3200,17204,1.0,3,1270000.0
3.0,2.25,2560,41346,2.0,3,658588.0
3.0,2.25,2080,4252,1.5,3,270000.0
3.0,1.0,1070,7140,1.0,3,327500.0
3.0,1.75,2190,12626,2.0,4,340000.0
3.0,1.5,2060,15837,1.5,3,200000.0
3.0,1.75,2640,8000,1.0,4,1025000.0
3.0,2.5,1720,8755,1.0,3,275000.0
5.0,3.5,3880,13885,2.0,4,1126000.0
2.0,1.0,960,4920,1.0,3,280000.0
3.0,2.5,2340,59058,1.0,3,485000.0
3.0,2.5,2660,13367,2.0,3,1901000.0
3.0,1.75,2090,4725,2.0,3,865000.0
3.0,2.5,1820,4910,2.0,3,532000.0
4.0,2.5,2310,8030,2.0,3,364950.0
3.0,1.0,920,14400,1.0,4,212500.0
1.0,1.0,790,13062,1.0,3,135000.0
2.0,1.75,1500,6800,1.0,4,437000.0
3.0,1.0,1240,11108,1.0,4,390000.0
4.0,2.5,2730,36183,2.0,3,760000.0
3.0,1.0,1170,11000,1.0,2,119500.0
5.0,3.25,3410,9088,2.0,3,2400000.0
4.0,2.5,2700,9320,2.0,4,837500.0
4.0,1.75,1650,7800,1.0,3,327500.0
2.0,1.0,670,2378,1.0,3,175000.0
3.0,2.0,1670,7757,1.0,3,289950.0
3.0,1.75,1530,10731,1.0,3,400000.0
3.0,2.25,1500,7615,1.0,3,219950.0
4.0,1.75,1720,7200,1.0,3,161700.0
5.0,3.0,2920,11440,2.0,3,500000.0
3.0,1.0,910,4500,1.0,3,465000.0
3.0,1.0,1050,4160,1.0,4,540000.0
3.0,2.0,1540,7800,1.0,3,525000.0
3.0,1.0,1210,7440,1.0,3,324950.0
5.0,2.5,2650,11455,1.0,3,565000.0
3.0,2.0,1990,3990,1.0,5,760500.0
5.0,2.75,2660,8737,1.0,5,1100000.0
4.0,2.5,4060,9734,1.0,3,603500.0
5.0,2.5,2300,23345,1.0,5,453500.0
6.0,2.75,2630,16411,1.0,4,583000.0
2.0,1.0,770,8149,1.0,5,275000.0
4.0,2.75,3790,10669,2.0,3,875000.0
4.0,2.75,2540,7210,1.0,4,335000.0
4.0,2.25,2500,8500,1.0,4,646000.0
4.0,2.5,2150,7303,2.0,3,392500.0
3.0,1.75,1670,9600,1.0,5,785000.0
3.0,2.0,1800,12669,1.0,3,470000.0
3.0,2.5,2070,12708,2.0,3,560000.0
2.0,1.0,830,2820,1.0,4,519000.0
3.0,2.25,2370,9619,1.0,4,746000.0
3.0,1.0,1010,5400,1.0,3,317000.0
3.0,1.5,1420,4500,1.0,3,371000.0
4.0,2.0,2120,8701,1.5,4,250000.0
4.0,1.75,2020,7029,1.0,4,532000.0
3.0,2.5,1520,2208,2.0,3,499950.0
2.0,1.0,820,6250,1.0,4,375000.0
3.0,2.5,1690,1553,2.5,3,640000.0
3.0,2.0,2260,11305,1.0,3,400000.0
3.0,2.25,1830,7897,1.0,4,572000.0
3.0,2.0,1350,11150,1.0,3,310000.0
5.0,3.5,3280,4000,2.0,3,989000.0
4.0,2.5,2770,45514,2.0,4,685000.0
4.0,2.5,2770,8642,2.0,4,907500.0
4.0,2.5,2460,5091,2.0,3,427500.0
3.0,3.25,4720,32467,2.0,3,860000.0
2.0,1.0,1250,8100,1.0,4,365000.0
3.0,2.0,1710,7225,2.0,4,250500.0
3.0,1.75,1840,5101,1.0,5,411715.0
4.0,2.5,2000,5962,2.0,3,415000.0
1.0,1.0,650,15364,1.0,4,129000.0
3.0,1.5,1020,9072,1.0,3,489000.0
2.0,1.0,1500,18540,1.0,3,170000.0
3.0,2.5,2060,4399,2.0,3,418500.0
3.0,1.5,1810,29308,1.0,3,261000.0
6.0,4.5,3810,28176,1.0,5,2005000.0
2.0,1.75,1650,4000,1.0,4,355000.0
3.0,3.25,1540,704,3.0,3,742000.0
3.0,1.5,2080,5244,1.0,3,399950.0
3.0,2.25,2430,5500,2.0,3,791000.0
5.0,2.0,1750,10284,1.0,4,190000.0
3.0,1.75,1770,33224,1.0,4,229500.0
3.0,2.5,1710,2300,2.0,3,539000.0
4.0,2.25,2740,88426,2.0,3,549000.0
5.0,2.5,2730,17240,1.0,5,545000.0
3.0,2.5,2437,5136,2.0,3,285000.0
4.0,2.5,3290,6203,2.0,3,648000.0
4.0,3.5,2910,5260,2.0,3,610000.0
3.0,2.0,1630,7599,1.0,3,767450.0
4.0,3.0,4410,5104,2.0,3,765000.0
3.0,2.5,1780,1487,3.0,3,586500.0
3.0,3.25,1540,1487,2.0,3,520000.0
3.0,1.75,1420,1189,3.0,3,455000.0
3.0,2.5,2680,9750,1.0,4,653000.0
3.0,2.0,1750,9750,1.0,3,279950.0
3.0,2.5,2170,4912,2.0,3,449950.0
3.0,2.75,2390,9966,1.0,5,565000.0
4.0,2.25,2400,5350,1.5,4,620000.0
3.0,1.0,1690,4250,1.0,3,269000.0
3.0,3.5,3250,6000,2.0,3,875000.0
4.0,3.75,4610,40202,1.0,4,630000.0
4.0,2.75,2440,15349,2.0,4,425000.0
3.0,1.75,1290,3870,1.0,5,647500.0
4.0,1.0,2000,4676,1.5,3,450000.0
3.0,1.0,1050,7500,1.0,3,440000.0
4.0,2.5,2340,3784,2.0,3,445000.0
4.0,2.25,2210,7665,2.0,4,530000.0
5.0,2.5,2920,5568,2.0,3,875000.0
3.0,2.75,3150,219978,2.0,4,685000.0
3.0,3.5,3590,6402,2.0,3,798000.0
4.0,2.5,1910,5000,2.0,3,297500.0
4.0,2.75,3110,35235,2.0,4,749950.0
5.0,3.0,2440,4750,1.0,3,495000.0
4.0,2.25,1330,8400,1.5,3,540000.0
3.0,1.75,1460,22651,1.0,4,395000.0
6.0,4.5,3902,3880,3.0,4,1300000.0
5.0,4.75,5180,17811,2.0,3,1075000.0
2.0,2.5,1150,2064,2.0,3,214100.0
4.0,1.5,1920,10403,1.0,3,210000.0
3.0,2.5,2520,53143,1.5,3,499500.0
2.0,1.0,970,3400,1.0,3,546000.0
5.0,2.5,2490,7666,1.0,4,292000.0
3.0,2.0,1680,8424,1.0,3,289000.0
3.0,1.0,1150,4825,1.0,4,240000.0
4.0,3.0,1980,7931,1.0,4,395000.0
4.0,2.25,2070,13084,1.0,4,795000.0
4.0,4.25,5660,193593,2.0,3,955000.0
4.0,2.75,2420,10962,1.0,3,725000.0
4.0,2.5,2610,4781,2.0,3,335000.0
4.0,3.75,2810,10840,2.0,4,492000.0
3.0,2.5,1510,10384,1.0,2,250000.0
3.0,1.75,1910,4800,1.0,3,700000.0
3.0,1.75,1700,51649,1.5,5,545000.0
4.0,2.75,2020,10720,1.0,4,555000.0
3.0,1.75,2340,4206,1.0,5,640000.0
3.0,2.0,1463,868,3.0,3,390000.0
3.0,1.0,1430,3840,1.0,3,466500.0
3.0,1.5,1180,12324,1.0,3,372500.0
5.0,4.5,4400,15580,2.0,3,1800000.0
3.0,2.5,1610,6176,2.0,3,255000.0
3.0,2.5,1480,14250,2.0,3,466800.0
3.0,2.5,2670,10338,2.0,3,749000.0
4.0,1.75,1830,29110,2.0,3,610000.0
2.0,1.0,920,4095,1.0,4,356000.0
3.0,1.0,1150,19200,1.0,4,165000.0
2.0,1.0,1190,7408,1.0,3,229000.0
4.0,3.25,4160,35654,2.0,3,530000.0
3.0,2.5,2370,12753,2.0,3,499950.0
4.0,1.75,1660,3800,1.5,3,619000.0
3.0,2.5,1480,8381,1.0,4,547000.0
4.0,2.5,2390,6426,2.0,3,359800.0
3.0,3.5,1690,1432,2.0,3,499000.0
3.0,1.0,1010,7560,1.0,3,189000.0
4.0,3.5,3500,8547,2.0,3,799000.0
4.0,2.75,2330,7642,1.0,3,257000.0
3.0,1.5,1890,9450,1.0,3,270000.0
4.0,1.75,2000,6032,1.0,3,453500.0
3.0,1.0,1130,10650,1.0,3,237000.0
4.0,1.75,1670,9886,1.0,5,456000.0
3.0,2.5,2600,5540,2.0,3,355500.0
4.0,1.75,1560,31299,1.0,4,299950.0
3.0,2.0,1170,5360,1.0,3,335000.0
4.0,2.5,2100,4237,2.0,3,268500.0
3.0,2.25,1710,11500,1.0,3,385000.0
4.0,2.75,2420,5773,2.0,3,376000.0
4.0,2.0,1370,4000,2.0,3,605004.0
4.0,2.0,2660,3900,1.5,4,886000.0
4.0,2.5,2260,3713,2.0,3,560000.0
4.0,2.5,2070,4500,2.0,3,343000.0
4.0,5.25,4670,43950,2.0,3,1415000.0
3.0,1.0,1500,13500,1.0,4,270000.0
4.0,2.5,2658,3960,2.0,3,411605.0
4.0,2.5,2700,5150,2.0,3,550000.0
3.0,2.25,1530,1245,2.0,3,465000.0
3.0,2.5,1480,1485,2.0,3,584000.0
3.0,3.0,1390,1080,2.0,3,275000.0
3.0,2.5,1660,3990,2.0,3,324500.0
3.0,2.5,2050,4185,2.0,3,700000.0
4.0,1.0,1550,7740,1.5,3,385200.0
4.0,2.25,1900,8600,1.0,4,270000.0
4.0,2.5,2820,6180,2.0,3,735000.0
2.0,1.5,1490,4080,1.0,3,389250.0
3.0,1.5,1750,12500,1.0,3,315000.0
4.0,2.5,2040,6034,2.0,3,545000.0
3.0,1.5,1900,5000,1.5,3,550000.0
3.0,1.75,1910,12596,1.0,3,415000.0
3.0,1.0,1560,14333,1.0,4,387500.0
3.0,1.75,1470,6250,1.0,4,432000.0
3.0,2.5,2700,9994,1.0,4,402000.0
4.0,3.25,3450,11240,2.0,4,1035000.0
3.0,2.0,1970,9600,1.0,4,294700.0
3.0,2.5,2670,12187,2.0,3,744000.0
3.0,2.5,2550,13458,2.0,3,715000.0
4.0,1.0,1720,4011,1.5,4,500000.0
4.0,4.0,4270,6002,2.0,3,1300000.0
3.0,1.5,2170,16600,1.0,3,1150000.0
4.0,2.5,2840,9354,2.0,3,650000.0
4.0,2.75,3270,50994,2.0,4,435000.0
3.0,1.75,1480,7040,1.0,3,510000.0
5.0,2.75,2440,8000,1.0,4,525000.0
4.0,2.75,2880,5750,1.5,5,920000.0
2.0,1.0,1730,9610,1.0,3,200000.0
2.0,1.0,1260,4080,1.5,5,435000.0
4.0,2.0,2230,9900,1.5,5,809950.0
2.0,2.25,2460,16940,1.5,4,1370000.0
4.0,1.75,2050,94525,1.0,4,455000.0
3.0,2.5,2030,2805,2.0,3,471000.0
2.0,1.0,810,4800,1.0,3,253500.0
3.0,1.0,1840,8100,1.0,4,185000.0
3.0,1.5,1730,40250,2.0,4,535500.0
2.0,2.0,2280,6815,1.0,3,835000.0
4.0,2.5,2630,6326,2.0,3,589500.0
3.0,2.25,2270,23900,1.0,3,680000.0
3.0,1.75,1020,7020,1.5,4,360000.0
4.0,2.5,1990,2175,2.0,3,595000.0
4.0,2.5,2680,15508,2.0,3,300000.0
3.0,1.75,1980,3300,1.5,4,660000.0
3.0,2.5,2400,6975,2.0,3,570000.0
2.0,1.0,780,5000,1.0,4,285000.0
3.0,2.0,980,5000,1.0,3,435000.0
3.0,1.0,1210,103237,1.0,2,160000.0
5.0,2.5,4600,19831,1.0,3,805000.0
3.0,2.5,1480,1961,2.0,3,450000.0
4.0,1.5,1320,14250,1.0,4,510000.0
5.0,2.75,4400,18500,1.0,5,1120000.0
4.0,3.5,3010,3600,2.0,3,1280000.0
3.0,2.0,2260,9568,1.0,3,539000.0
4.0,2.0,1880,14653,2.0,3,407193.0
3.0,1.75,1370,9900,1.0,4,320000.0
4.0,3.0,2720,3800,2.0,5,739000.0
2.0,1.75,1740,5400,1.0,4,452000.0
4.0,2.5,2560,5593,2.0,3,600000.0
5.0,2.5,2690,5557,2.0,3,279000.0
4.0,3.0,3240,5562,2.0,3,895000.0
4.0,2.5,2430,4747,2.0,3,585000.0
2.0,2.0,1405,1073,2.0,3,405000.0
5.0,2.75,3030,7679,2.0,3,837219.0
4.0,2.5,4150,8436,2.0,3,969990.0
3.0,3.0,1730,2940,3.0,3,490000.0
6.0,2.5,3820,53173,1.0,4,611000.0
4.0,2.5,3070,6432,2.0,3,462000.0
4.0,2.5,1780,4169,2.0,3,540000.0
4.0,2.5,1811,4381,2.0,3,260000.0
4.0,2.25,2450,62290,2.0,3,510000.0
3.0,2.5,2300,7398,2.0,3,567500.0
2.0,1.0,1440,3225,1.0,3,445000.0
4.0,2.25,2370,9360,2.0,4,684680.0
4.0,3.25,4420,7850,2.0,3,2700000.0
3.0,1.0,1300,3550,1.5,3,455000.0
5.0,3.0,2870,4369,2.0,3,540000.0
3.0,2.75,3400,7200,2.0,3,530000.0
3.0,1.0,1410,5060,1.0,4,410000.0
3.0,1.75,1640,13500,1.0,3,450000.0
4.0,2.5,3190,7399,2.0,3,609900.0
4.0,2.5,2380,13435,2.0,3,648000.0
3.0,2.5,2260,4165,2.0,3,550000.0
3.0,1.75,1240,8050,1.0,4,347000.0
5.0,3.5,4220,26784,1.0,3,1635000.0
4.0,2.5,4250,19387,2.0,4,1339000.0
3.0,1.5,1860,7963,1.0,3,288350.0
3.0,2.5,2850,10474,1.0,4,1150000.0
3.0,3.0,2470,36445,2.0,4,525000.0
3.0,2.25,2210,8000,2.0,4,250250.0
4.0,1.75,1920,7665,1.0,4,341000.0
4.0,3.0,3150,7778,2.0,3,700000.0
4.0,1.75,2700,7875,1.5,4,390000.0
3.0,2.25,2190,7149,1.0,4,539950.0
2.0,2.5,1380,951,3.0,3,552000.0
5.0,1.5,2520,5753,1.5,4,250000.0
3.0,1.75,1300,8800,1.0,4,502000.0
4.0,1.75,2220,6500,2.0,4,480000.0
2.0,1.0,730,7528,1.0,3,378500.0
4.0,3.25,3300,15907,2.0,5,1350000.0
4.0,3.25,4130,112521,2.0,3,1900000.0
3.0,2.5,2670,47480,2.0,3,605000.0
4.0,2.5,1980,5909,2.0,3,307550.0
2.0,1.0,740,5995,1.0,4,304700.0
3.0,1.75,2050,3520,1.0,4,568000.0
3.0,1.75,1230,7500,1.0,3,385000.0
3.0,2.5,1210,1420,3.0,3,345000.0
3.0,2.25,1890,7200,1.0,4,435000.0
2.0,2.0,1870,6275,1.0,3,579000.0
3.0,1.75,1330,6301,1.0,3,236000.0
3.0,2.0,1590,35988,1.0,4,305100.0
3.0,1.75,1710,10800,1.0,4,368000.0
2.0,1.0,1200,9000,1.0,5,255000.0
2.0,1.0,1140,5100,1.0,3,400000.0
3.0,1.75,2240,8153,1.0,3,440000.0
2.0,1.0,920,6600,1.0,3,417000.0
2.0,1.0,800,5000,1.0,3,435000.0
4.0,2.75,1980,11443,1.0,5,475000.0
4.0,2.5,2800,12831,2.0,3,563500.0
3.0,2.25,1680,35127,2.0,3,285000.0
4.0,2.5,2330,9928,2.0,3,471000.0
4.0,1.75,2240,9886,1.5,4,500000.0
3.0,2.5,2140,8925,2.0,3,640000.0
4.0,2.5,2170,14024,2.0,3,442500.0
3.0,1.5,1150,8686,1.0,4,213400.0
4.0,2.5,2030,3905,1.5,4,831000.0
3.0,2.0,1350,11805,1.0,3,325000.0
2.0,1.0,910,4635,1.0,4,425000.0
4.0,2.5,2700,5100,1.0,4,550000.0
4.0,3.5,3730,15029,2.0,3,599950.0
4.0,2.5,2740,16007,2.0,3,1225000.0
4.0,3.25,2050,5000,2.0,4,750000.0
4.0,3.0,2390,4500,2.0,3,290000.0
4.0,2.75,1990,7252,1.0,3,270000.0
4.0,1.75,1300,21000,1.0,4,229950.0
3.0,1.0,1330,8912,1.0,3,234999.0
2.0,1.0,1000,31505,1.0,3,265000.0
4.0,2.75,2190,14937,2.0,3,367300.0
3.0,1.75,1380,3402,1.5,3,550000.0
4.0,2.5,2610,33206,2.0,3,743700.0
2.0,1.75,1060,1241,2.0,3,352750.0
2.0,1.0,710,1136,2.0,4,403950.0
4.0,2.5,2730,4800,1.5,5,980000.0
4.0,1.75,2470,131790,2.0,3,585000.0
3.0,1.75,1760,10780,1.0,3,554000.0
3.0,2.5,1530,3464,2.0,3,546000.0
2.0,1.75,1610,158558,1.5,2,280000.0
2.0,2.0,1030,21712,1.0,4,212500.0
4.0,2.5,2800,246114,2.0,3,739000.0
3.0,2.0,1310,2550,1.0,3,428000.0
4.0,2.25,3160,34560,1.0,4,965000.0
3.0,3.0,2500,8304,2.0,3,364900.0
3.0,1.5,2070,5386,1.0,4,559000.0
4.0,1.75,1980,9000,1.0,2,213000.0
3.0,2.5,2590,7237,2.0,3,620000.0
4.0,1.0,1910,16320,1.5,3,240000.0
3.0,2.5,2630,10100,1.0,4,852500.0
3.0,2.5,2630,77972,2.0,3,600000.0
3.0,2.5,1960,4400,2.0,3,410000.0
3.0,1.75,1440,45302,2.0,3,328000.0
3.0,1.75,2210,16200,1.0,3,625000.0
4.0,2.5,2350,63162,2.0,4,649950.0
3.0,1.0,1590,13000,1.5,3,235000.0
3.0,3.5,1500,1249,2.0,3,489000.0
3.0,2.5,1900,6224,2.0,3,536000.0
4.0,3.5,2370,3692,2.5,3,400000.0
3.0,2.5,1720,1715,2.0,3,398000.0
4.0,1.5,2020,7560,1.0,4,379000.0
2.0,1.5,1340,1210,2.0,3,345000.0
3.0,2.5,1800,2700,2.0,3,365000.0
3.0,2.5,1480,1590,2.0,3,315000.0
4.0,2.0,2750,7807,1.5,5,571000.0
5.0,4.0,3760,28040,2.0,3,1025000.0
3.0,2.75,2540,4694,2.0,3,695000.0
3.0,1.75,1760,26055,1.0,3,225000.0
3.0,2.5,3000,25341,2.0,3,740000.0
4.0,2.5,1930,9643,2.0,4,315000.0
4.0,2.5,3040,7000,2.0,3,1230000.0
2.0,1.0,860,3880,1.0,4,420000.0
3.0,1.75,1420,7650,1.0,4,310000.0
3.0,2.0,2080,3880,1.0,5,700000.0
3.0,2.5,1560,4200,2.0,3,269000.0
4.0,2.5,1960,7133,2.0,3,369990.0
3.0,2.25,1620,4500,2.0,4,800000.0
5.0,3.0,3670,10583,1.0,5,569000.0
6.0,1.5,1930,8400,1.0,3,175000.0
3.0,1.5,1290,1286,3.0,3,440000.0
5.0,2.25,1970,15247,1.0,3,435000.0
3.0,1.75,1540,6909,1.0,4,345000.0
4.0,2.0,2180,3870,1.0,3,558000.0
2.0,1.75,1490,224334,1.0,3,475000.0
3.0,2.0,2220,10275,2.0,3,490000.0
3.0,1.75,2430,9133,1.0,4,335000.0
2.0,0.75,1392,43710,1.5,4,350000.0
4.0,1.0,1120,2685,1.0,3,100000.0
4.0,1.0,1390,10800,1.5,4,417500.0
3.0,1.75,2040,7281,1.0,3,253000.0
5.0,3.0,2830,7500,2.0,3,1240000.0
4.0,2.5,3020,8302,2.0,4,490000.0
3.0,1.75,2290,14800,1.0,3,470000.0
4.0,2.0,1210,11100,1.0,4,483300.0
3.0,2.5,2510,6320,2.0,3,659000.0
4.0,1.75,2320,4322,1.0,3,480000.0
3.0,1.0,970,6600,1.0,3,165000.0
3.0,1.75,1820,5500,1.0,4,659500.0
3.0,1.0,970,7742,1.0,4,219900.0
2.0,1.0,1740,3622,1.0,4,315000.0
3.0,1.75,1590,7560,1.0,3,250000.0
2.0,1.0,1380,5000,1.0,3,268000.0
4.0,1.5,1680,11123,1.0,3,380000.0
2.0,1.0,1220,3000,1.0,3,499000.0
2.0,2.0,1651,18200,1.0,3,285000.0
3.0,1.75,1330,9200,1.0,4,183000.0
3.0,3.0,2940,4622,2.0,4,1070000.0
3.0,3.25,1410,1246,3.0,3,429000.0
2.0,1.0,1100,3598,1.0,4,403000.0
3.0,1.5,1530,7200,1.0,3,375500.0
5.0,3.25,5270,17232,2.0,3,1795000.0
3.0,2.0,2110,5150,1.0,5,516200.0
4.0,1.75,1720,8750,1.0,3,385000.0
3.0,2.5,1800,5001,2.0,3,515000.0
4.0,2.5,2210,9427,2.0,3,375000.0
